weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
April 19-25 2013,Oblivion,http://www.boxofficemojo.com/movies/?page=weekly&id=oblivion.htm,47287500,3783,47287500,120,1,2013
April 19-25 2013,42,http://www.boxofficemojo.com/movies/?page=weekly&id=42.htm,22322271,3250,58354372,40,2,2013
April 19-25 2013,The Croods,http://www.boxofficemojo.com/movies/?page=weekly&id=croods.htm,11027041,3435,156424783,135,5,2013
April 19-25 2013,Scary Movie 5,http://www.boxofficemojo.com/movies/?page=weekly&id=scarymovie5.htm,7389344,3402,24036936,20,2,2013
April 19-25 2013,G.I. Joe: Retaliation,http://www.boxofficemojo.com/movies/?page=weekly&id=gijoe2.htm,7339877,3175,112776143,130,4,2013
April 19-25 2013,The Place Beyond the Pines,http://www.boxofficemojo.com/movies/?page=weekly&id=placebeyondthepines.htm,6799771,1542,13524871,15,4,2013
April 19-25 2013,Olympus Has Fallen,http://www.boxofficemojo.com/movies/?page=weekly&id=olympushasfallen.htm,6007220,2638,90308472,70,5,2013
April 19-25 2013,Evil Dead (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=evildead2013.htm,5522808,2823,49867758,17,3,2013
April 19-25 2013,Jurassic Park 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=jurassicpark3d.htm,5219285,2330,39690375,10,3,2013
April 19-25 2013,Oz The Great and Powerful,http://www.boxofficemojo.com/movies/?page=weekly&id=oz.htm,3726031,2045,224448139,215,7,2013
April 19-25 2013,Tyler Perry's Temptation: Confessions of a Marriage Counselor,http://www.boxofficemojo.com/movies/?page=weekly&id=marriagecounselor.htm,2870158,1405,49534323,0,4,2013
April 19-25 2013,Home Run,http://www.boxofficemojo.com/movies/?page=weekly&id=homerun.htm,1829300,381,1829300,0,1,2013
April 19-25 2013,Filly Brown,http://www.boxofficemojo.com/movies/?page=weekly&id=fillybrown.htm,1745091,188,1745091,2,1,2013
April 19-25 2013,The Host (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=host2013.htm,1308333,1356,25487086,40,4,2013
April 19-25 2013,The Call,http://www.boxofficemojo.com/movies/?page=weekly&id=call2013.htm,1181484,977,50403633,13,6,2013
April 19-25 2013,The Lords of Salem,http://www.boxofficemojo.com/movies/?page=weekly&id=lordsofsalem.htm,855293,354,855293,1.5,1,2013
April 19-25 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,742127,867,131225342,21,23,2013
April 19-25 2013,Identity Thief,http://www.boxofficemojo.com/movies/?page=weekly&id=identitythief.htm,619170,480,132810380,35,11,2013
April 19-25 2013,Trance,http://www.boxofficemojo.com/movies/?page=weekly&id=trance.htm,584183,443,2006797,20,3,2013
April 19-25 2013,The Company You Keep,http://www.boxofficemojo.com/movies/?page=weekly&id=companyyoukeep.htm,544048,84,1098145,0,3,2013
April 19-25 2013,Admission,http://www.boxofficemojo.com/movies/?page=weekly&id=admission.htm,467557,485,17578301,13,5,2013
April 19-25 2013,Side Effects (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=bitterpill.htm,443303,645,31946133,0,11,2013
April 19-25 2013,The Sapphires,http://www.boxofficemojo.com/movies/?page=weekly&id=sapphires.htm,353406,114,1236164,0,5,2013
April 19-25 2013,Disconnect,http://www.boxofficemojo.com/movies/?page=weekly&id=disconnect.htm,349000,67,508000,0,2,2013
April 19-25 2013,Safe Haven,http://www.boxofficemojo.com/movies/?page=weekly&id=safehaven.htm,287136,325,70954688,28,10,2013
April 19-25 2013,Jack the Giant Slayer,http://www.boxofficemojo.com/movies/?page=weekly&id=jackthegiantkiller.htm,261943,255,63313107,195,8,2013
April 19-25 2013,Girl Rising,http://www.boxofficemojo.com/movies/?page=weekly&id=girlrising.htm,241641,170,992458,0,7,2013
April 19-25 2013,Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=quartet.htm,234349,176,17923114,0,15,2013
April 19-25 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,223093,193,124586212,120,22,2013
April 19-25 2013,The Incredible Burt Wonderstone,http://www.boxofficemojo.com/movies/?page=weekly&id=burtwonderstone.htm,215927,265,22398509,30,6,2013
April 19-25 2013,Renoir,http://www.boxofficemojo.com/movies/?page=weekly&id=renoir.htm,213188,56,730055,0,4,2013
April 19-25 2013,Warm Bodies,http://www.boxofficemojo.com/movies/?page=weekly&id=warmbodies.htm,198754,240,66166783,35,12,2013
April 19-25 2013,Escape From Planet Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=escapefromplanetearth.htm,183558,240,54888547,40,10,2013
April 19-25 2013,Spring Breakers,http://www.boxofficemojo.com/movies/?page=weekly&id=springbreakers.htm,161232,122,13889758,5,6,2013
April 19-25 2013,No (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=no2013.htm,159029,88,2068227,0,10,2013
April 19-25 2013,To The Wonder,http://www.boxofficemojo.com/movies/?page=weekly&id=tothewonder.htm,155149,49,310029,0,2,2013
April 19-25 2013,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?page=weekly&id=diehard5.htm,129157,170,67187377,92,10,2013
April 19-25 2013,Hubble 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=hubble3d.htm,118724,16,37448806,0,162,2013
April 19-25 2013,Snitch,http://www.boxofficemojo.com/movies/?page=weekly&id=snitch.htm,107463,161,42138831,0,9,2013
April 19-25 2013,Upstream Color,http://www.boxofficemojo.com/movies/?page=weekly&id=upstreamcolor.htm,102920,30,245056,0,3,2013
April 19-25 2013,From Up on Poppy Hill,http://www.boxofficemojo.com/movies/?page=weekly&id=fromuponpoppyhill.htm,97724,48,745913,0,6,2013
April 19-25 2013,The Lost Medallion,http://www.boxofficemojo.com/movies/?page=weekly&id=lostmedallion.htm,93749,31,470906,0,8,2013
April 19-25 2013,Dark Skies,http://www.boxofficemojo.com/movies/?page=weekly&id=darkskies.htm,90975,91,17316045,3.5,9,2013
April 19-25 2013,To the Arctic (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=tothearctic.htm,87927,52,12239884,0,53,2013
April 19-25 2013,Ek Thi Daayan,http://www.boxofficemojo.com/movies/?page=weekly&id=ekthidaayan.htm,83317,47,83317,0,1,2013
April 19-25 2013,Hansel and Gretel: Witch Hunters,http://www.boxofficemojo.com/movies/?page=weekly&id=hanselandgretelwitchhunters.htm,82958,112,55703475,50,13,2013
April 19-25 2013,Burn,http://www.boxofficemojo.com/movies/?page=weekly&id=burn.htm,78320,13,797137,0,25,2013
April 19-25 2013,Under the Sea 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=underthesea3d.htm,73716,16,31440407,0,219,2013
April 19-25 2013,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?page=weekly&id=rebootralph.htm,70304,114,189376830,165,25,2013
April 19-25 2013,Parental Guidance,http://www.boxofficemojo.com/movies/?page=weekly&id=parentalguidance.htm,68399,90,77197702,25,17,2013
April 19-25 2013,Camp (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=camp2013.htm,64761,32,245677,0,9,2013
April 19-25 2013,21 and Over,http://www.boxofficemojo.com/movies/?page=weekly&id=21andover.htm,60723,50,25526981,13,8,2013
April 19-25 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,53125,77,162774772,100,17,2013
April 19-25 2013,Monsters, Inc. (3D),http://www.boxofficemojo.com/movies/?page=weekly&id=monstersinc3d.htm,47839,29,34001558,0,18,2013
April 19-25 2013,The Angels' Share,http://www.boxofficemojo.com/movies/?page=weekly&id=angelsshare.htm,46620,15,72358,0,2,2013
April 19-25 2013,In the House,http://www.boxofficemojo.com/movies/?page=weekly&id=inthehouse.htm,45915,3,46180,0,1,2013
April 19-25 2013,The Gatekeepers,http://www.boxofficemojo.com/movies/?page=weekly&id=gatekeepers.htm,43140,50,2329976,0,12,2013
April 19-25 2013,Blancanieves,http://www.boxofficemojo.com/movies/?page=weekly&id=blancanieves.htm,43124,27,171129,0,4,2013
April 19-25 2013,Holla II,http://www.boxofficemojo.com/movies/?page=weekly&id=hollaii.htm,41537,6,41537,0,1,2013
April 19-25 2013,Room 237,http://www.boxofficemojo.com/movies/?page=weekly&id=room237.htm,41078,27,203672,0,4,2013
April 19-25 2013,Fists of Legend,http://www.boxofficemojo.com/movies/?page=weekly&id=fistsoflegend.htm,40300,18,115405,0,2,2013
April 19-25 2013,Emperor,http://www.boxofficemojo.com/movies/?page=weekly&id=emperor.htm,39832,64,3288031,0,7,2013
April 19-25 2013,Space Station 3-D (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=spacestation3dimax.htm,38976,3,87687870,0,575,2013
April 19-25 2013,Lore,http://www.boxofficemojo.com/movies/?page=weekly&id=lore.htm,38260,29,838642,0,11,2013
April 19-25 2013,Ginger & Rosa,http://www.boxofficemojo.com/movies/?page=weekly&id=gingerandrosa.htm,38114,48,773181,0,6,2013
