weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
August 9-15 2013,Elysium,http://www.boxofficemojo.com/movies/?page=weekly&id=elysium.htm,42314306,3284,42314306,115,1,2013
August 9-15 2013,We're the Millers,http://www.boxofficemojo.com/movies/?page=weekly&id=werethemillers.htm,40244702,3260,51733485,37,1,2013
August 9-15 2013,Planes,http://www.boxofficemojo.com/movies/?page=weekly&id=planes.htm,31949868,3702,31949868,50,1,2013
August 9-15 2013,Percy Jackson: Sea of Monsters,http://www.boxofficemojo.com/movies/?page=weekly&id=percyjackson2.htm,21671599,3031,30528658,90,1,2013
August 9-15 2013,2 Guns,http://www.boxofficemojo.com/movies/?page=weekly&id=2guns.htm,16260440,3028,53649345,61,2,2013
August 9-15 2013,The Smurfs 2,http://www.boxofficemojo.com/movies/?page=weekly&id=smurfs2.htm,15168686,3867,52312189,105,2,2013
August 9-15 2013,The Wolverine,http://www.boxofficemojo.com/movies/?page=weekly&id=wolverine2.htm,12046986,2867,116033156,120,3,2013
August 9-15 2013,The Conjuring,http://www.boxofficemojo.com/movies/?page=weekly&id=conjuring.htm,9907964,2650,123952870,20,4,2013
August 9-15 2013,Despicable Me 2,http://www.boxofficemojo.com/movies/?page=weekly&id=despicableme2.htm,9639925,2395,342206120,76,6,2013
August 9-15 2013,Grown Ups 2,http://www.boxofficemojo.com/movies/?page=weekly&id=grownups2.htm,5544499,2102,125685430,80,5,2013
August 9-15 2013,Turbo,http://www.boxofficemojo.com/movies/?page=weekly&id=turbo.htm,3809326,1771,76579280,135,4,2013
August 9-15 2013,Blue Jasmine,http://www.boxofficemojo.com/movies/?page=weekly&id=bluejasmine.htm,3434742,119,7130581,0,3,2013
August 9-15 2013,The Heat,http://www.boxofficemojo.com/movies/?page=weekly&id=bullockmccarthy.htm,2975687,1351,154591632,43,7,2013
August 9-15 2013,Chennai Express,http://www.boxofficemojo.com/movies/?page=weekly&id=chennaiexpress.htm,2925184,196,3121200,0,1,2013
