weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
April 5-11 2013,Evil Dead (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=evildead2013.htm,32041782,3025,32041782,17,1,2013
April 5-11 2013,G.I. Joe: Retaliation,http://www.boxofficemojo.com/movies/?page=weekly&id=gijoe2.htm,26062638,3734,91625698,130,2,2013
April 5-11 2013,The Croods,http://www.boxofficemojo.com/movies/?page=weekly&id=croods.htm,24623868,3879,129324070,135,3,2013
April 5-11 2013,Jurassic Park 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=jurassicpark3d.htm,23109165,2771,23109165,10,1,2013
April 5-11 2013,Olympus Has Fallen,http://www.boxofficemojo.com/movies/?page=weekly&id=olympushasfallen.htm,13533313,3059,74606814,70,3,2013
April 5-11 2013,Tyler Perry's Temptation: Confessions of a Marriage Counselor,http://www.boxofficemojo.com/movies/?page=weekly&id=marriagecounselor.htm,12538655,2047,40921996,0,2,2013
April 5-11 2013,Oz The Great and Powerful,http://www.boxofficemojo.com/movies/?page=weekly&id=oz.htm,9924694,2905,214521412,215,5,2013
April 5-11 2013,The Host (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=host2013.htm,6619747,3202,21045460,40,2,2013
April 5-11 2013,The Call,http://www.boxofficemojo.com/movies/?page=weekly&id=call2013.htm,4641000,2002,46622093,13,4,2013
April 5-11 2013,Admission,http://www.boxofficemojo.com/movies/?page=weekly&id=admission.htm,2598406,1407,15917954,13,3,2013
April 5-11 2013,Spring Breakers,http://www.boxofficemojo.com/movies/?page=weekly&id=springbreakers.htm,1704245,1072,13148987,5,4,2013
April 5-11 2013,Identity Thief,http://www.boxofficemojo.com/movies/?page=weekly&id=identitythief.htm,1045210,721,131480840,35,9,2013
April 5-11 2013,The Place Beyond the Pines,http://www.boxofficemojo.com/movies/?page=weekly&id=placebeyondthepines.htm,988149,30,1374179,15,2,2013
April 5-11 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,803525,524,129925172,21,21,2013
April 5-11 2013,Jack the Giant Slayer,http://www.boxofficemojo.com/movies/?page=weekly&id=jackthegiantkiller.htm,687736,502,62635217,195,6,2013
April 5-11 2013,The Incredible Burt Wonderstone,http://www.boxofficemojo.com/movies/?page=weekly&id=burtwonderstone.htm,648638,535,21975210,30,4,2013
April 5-11 2013,Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=quartet.htm,517155,252,17350915,0,13,2013
April 5-11 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,476475,269,124042096,120,20,2013
April 5-11 2013,The Sapphires,http://www.boxofficemojo.com/movies/?page=weekly&id=sapphires.htm,383449,60,535401,0,3,2013
April 5-11 2013,Safe Haven,http://www.boxofficemojo.com/movies/?page=weekly&id=safehaven.htm,369353,360,70423631,28,8,2013
April 5-11 2013,Warm Bodies,http://www.boxofficemojo.com/movies/?page=weekly&id=warmbodies.htm,361662,287,65675966,35,10,2013
April 5-11 2013,Escape From Planet Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=escapefromplanetearth.htm,323269,432,54501938,40,8,2013
April 5-11 2013,Snitch,http://www.boxofficemojo.com/movies/?page=weekly&id=snitch.htm,297756,304,41855878,0,7,2013
April 5-11 2013,No (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=no2013.htm,289854,89,1689834,0,8,2013
April 5-11 2013,The Gatekeepers,http://www.boxofficemojo.com/movies/?page=weekly&id=gatekeepers.htm,242734,131,2186567,0,10,2013
April 5-11 2013,21 and Over,http://www.boxofficemojo.com/movies/?page=weekly&id=21andover.htm,242191,180,25354767,13,6,2013
April 5-11 2013,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?page=weekly&id=diehard5.htm,225140,225,66855622,92,8,2013
April 5-11 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,199139,183,162610444,100,15,2013
April 5-11 2013,Emperor,http://www.boxofficemojo.com/movies/?page=weekly&id=emperor.htm,189611,120,3166967,0,5,2013
April 5-11 2013,Hansel and Gretel: Witch Hunters,http://www.boxofficemojo.com/movies/?page=weekly&id=hanselandgretelwitchhunters.htm,184392,180,55485548,50,11,2013
April 5-11 2013,Ginger & Rosa,http://www.boxofficemojo.com/movies/?page=weekly&id=gingerandrosa.htm,179037,99,628901,0,4,2013
April 5-11 2013,Trance,http://www.boxofficemojo.com/movies/?page=weekly&id=trance.htm,174608,4,174608,20,1,2013
April 5-11 2013,From Up on Poppy Hill,http://www.boxofficemojo.com/movies/?page=weekly&id=fromuponpoppyhill.htm,173147,41,514940,0,4,2013
April 5-11 2013,The Company You Keep,http://www.boxofficemojo.com/movies/?page=weekly&id=companyyoukeep.htm,172610,5,172610,0,1,2013
April 5-11 2013,On the Road,http://www.boxofficemojo.com/movies/?page=weekly&id=ontheroad.htm,154475,107,641517,0,10,2013
April 5-11 2013,Hubble 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=hubble3d.htm,145756,14,37197700,0,160,2013
April 5-11 2013,Renoir,http://www.boxofficemojo.com/movies/?page=weekly&id=renoir.htm,143580,20,240988,0,2,2013
April 5-11 2013,Side Effects (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=bitterpill.htm,139431,80,31426360,0,9,2013
April 5-11 2013,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?page=weekly&id=rebootralph.htm,124529,156,189209914,165,23,2013
April 5-11 2013,Argo,http://www.boxofficemojo.com/movies/?page=weekly&id=argo.htm,117796,172,135929647,44.5,26,2013
April 5-11 2013,Lore,http://www.boxofficemojo.com/movies/?page=weekly&id=lore.htm,108122,54,750130,0,9,2013
April 5-11 2013,Parental Guidance,http://www.boxofficemojo.com/movies/?page=weekly&id=parentalguidance.htm,103178,110,77066229,25,15,2013
April 5-11 2013,Stoker,http://www.boxofficemojo.com/movies/?page=weekly&id=stoker.htm,96321,89,1660483,12,6,2013
April 5-11 2013,To the Arctic (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=tothearctic.htm,91896,52,12068188,0,51,2013
April 5-11 2013,Free Angela and All Political Prisoners,http://www.boxofficemojo.com/movies/?page=weekly&id=freeangela.htm,90973,16,90973,0,1,2013
April 5-11 2013,The Impossible,http://www.boxofficemojo.com/movies/?page=weekly&id=impossible.htm,88964,80,18936919,0,16,2013
April 5-11 2013,Girl Rising,http://www.boxofficemojo.com/movies/?page=weekly&id=girlrising.htm,86779,6,665273,0,5,2013
April 5-11 2013,New World (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=newworld2013.htm,81330,19,427165,0,3,2013
April 5-11 2013,Starbuck (U.S. only),http://www.boxofficemojo.com/movies/?page=weekly&id=starbuck.htm,78738,31,171495,0,3,2013
April 5-11 2013,Dead Man Down,http://www.boxofficemojo.com/movies/?page=weekly&id=deadmandown.htm,74779,146,10852908,0,5,2013
April 5-11 2013,Room 237,http://www.boxofficemojo.com/movies/?page=weekly&id=room237.htm,69766,11,113032,0,2,2013
April 5-11 2013,Lincoln,http://www.boxofficemojo.com/movies/?page=weekly&id=lincoln.htm,69746,102,182159874,65,22,2013
April 5-11 2013,Burn,http://www.boxofficemojo.com/movies/?page=weekly&id=burn.htm,69528,9,675491,0,23,2013
April 5-11 2013,Settai,http://www.boxofficemojo.com/movies/?page=weekly&id=settai.htm,61420,33,61420,0,1,2013
April 5-11 2013,Rise of the Guardians,http://www.boxofficemojo.com/movies/?page=weekly&id=guardians.htm,55443,89,103412758,145,20,2013
April 5-11 2013,Monsters, Inc. (3D),http://www.boxofficemojo.com/movies/?page=weekly&id=monstersinc3d.htm,54309,32,33902029,0,16,2013
April 5-11 2013,The Hobbit: An Unexpected Journey,http://www.boxofficemojo.com/movies/?page=weekly&id=hobbit.htm,51090,77,302944389,0,17,2013
April 5-11 2013,Blancanieves,http://www.boxofficemojo.com/movies/?page=weekly&id=blancanieves.htm,50798,14,88547,0,2,2013
April 5-11 2013,Space Station 3-D (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=spacestation3dimax.htm,48713,2,87602363,0,573,2013
April 5-11 2013,Meerkats,http://www.boxofficemojo.com/movies/?page=weekly&id=meerkats.htm,46664,8,574468,0,46,2013
April 5-11 2013,Born to Be Wild (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=borntobewildimax.htm,44905,30,22441859,0,105,2013
April 5-11 2013,Flying Monsters,http://www.boxofficemojo.com/movies/?page=weekly&id=flyingmonsters.htm,41456,9,5056978,0,48,2013
April 5-11 2013,Upstream Color,http://www.boxofficemojo.com/movies/?page=weekly&id=upstreamcolor.htm,38731,1,38731,0,1,2013
April 5-11 2013,Under the Sea 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=underthesea3d.htm,33017,14,31334085,0,217,2013
April 5-11 2013,Himmatwala,http://www.boxofficemojo.com/movies/?page=weekly&id=himmatwala.htm,30465,61,269909,0,2,2013
April 5-11 2013,Amour,http://www.boxofficemojo.com/movies/?page=weekly&id=amour.htm,29233,30,6699065,8.9,16,2013
