weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
March 1-7 2013,Jack the Giant Slayer,http://www.boxofficemojo.com/movies/?page=weekly&id=jackthegiantkiller.htm,33791369,3525,33791369,195,1,2013
March 1-7 2013,Identity Thief,http://www.boxofficemojo.com/movies/?page=weekly&id=identitythief.htm,12483780,3230,110210885,35,4,2013
March 1-7 2013,21 and Over,http://www.boxofficemojo.com/movies/?page=weekly&id=21andover.htm,11783975,2771,11783975,13,1,2013
March 1-7 2013,Snitch,http://www.boxofficemojo.com/movies/?page=weekly&id=snitch.htm,10044788,2511,26755127,0,2,2013
March 1-7 2013,The Last Exorcism Part II,http://www.boxofficemojo.com/movies/?page=weekly&id=lastexorcism2.htm,8962599,2700,8962599,5,1,2013
March 1-7 2013,Safe Haven,http://www.boxofficemojo.com/movies/?page=weekly&id=safehaven.htm,8290614,2951,59084097,28,3,2013
March 1-7 2013,Escape From Planet Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=escapefromplanetearth.htm,8138132,3110,44625182,40,3,2013
March 1-7 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,7424703,1836,117004342,21,16,2013
March 1-7 2013,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?page=weekly&id=diehard5.htm,6122360,2589,61246401,92,3,2013
March 1-7 2013,Dark Skies,http://www.boxofficemojo.com/movies/?page=weekly&id=darkskies.htm,4413440,2313,14310127,3.5,2,2013
March 1-7 2013,Warm Bodies,http://www.boxofficemojo.com/movies/?page=weekly&id=warmbodies.htm,3199710,1930,62559384,35,5,2013
March 1-7 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,3145136,626,117788152,120,15,2013
March 1-7 2013,Argo,http://www.boxofficemojo.com/movies/?page=weekly&id=argo.htm,2716173,985,133272558,44.5,21,2013
March 1-7 2013,Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=quartet.htm,2591041,725,11990831,0,8,2013
March 1-7 2013,Side Effects (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=bitterpill.htm,2377361,1112,28701670,0,4,2013
March 1-7 2013,Zero Dark Thirty,http://www.boxofficemojo.com/movies/?page=weekly&id=binladen.htm,1680477,722,93954559,40,11,2013
March 1-7 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,1376445,983,160668452,100,10,2013
March 1-7 2013,Lincoln,http://www.boxofficemojo.com/movies/?page=weekly&id=lincoln.htm,1317875,652,180403931,65,17,2013
March 1-7 2013,Beautiful Creatures (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=beautifulcreatures13.htm,1233451,1075,18839885,60,3,2013
March 1-7 2013,Hansel and Gretel: Witch Hunters,http://www.boxofficemojo.com/movies/?page=weekly&id=hanselandgretelwitchhunters.htm,785000,601,54322917,50,6,2013
March 1-7 2013,Les Miserables (2012),http://www.boxofficemojo.com/movies/?page=weekly&id=lesmiserables2012.htm,769155,352,147828765,61,10,2013
March 1-7 2013,Phantom (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=phantom2013.htm,754210,1118,754210,0,1,2013
March 1-7 2013,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?page=weekly&id=rebootralph.htm,686085,352,187502791,165,18,2013
March 1-7 2013,Amour,http://www.boxofficemojo.com/movies/?page=weekly&id=amour.htm,649659,333,6049138,8.9,11,2013
March 1-7 2013,Mama,http://www.boxofficemojo.com/movies/?page=weekly&id=mama.htm,431230,447,70964180,15,7,2013
March 1-7 2013,The Hobbit: An Unexpected Journey,http://www.boxofficemojo.com/movies/?page=weekly&id=hobbit.htm,361005,210,301495997,0,12,2013
March 1-7 2013,Rise of the Guardians,http://www.boxofficemojo.com/movies/?page=weekly&id=guardians.htm,358374,295,102454924,145,15,2013
March 1-7 2013,The Gatekeepers,http://www.boxofficemojo.com/movies/?page=weekly&id=gatekeepers.htm,346852,46,776970,0,5,2013
March 1-7 2013,Kai Po Che,http://www.boxofficemojo.com/movies/?page=weekly&id=kaipoche.htm,300591,104,918919,0,2,2013
March 1-7 2013,Parental Guidance,http://www.boxofficemojo.com/movies/?page=weekly&id=parentalguidance.htm,266978,258,76119439,25,10,2013
March 1-7 2013,Jack Reacher,http://www.boxofficemojo.com/movies/?page=weekly&id=oneshot.htm,265055,225,79757468,60,11,2013
