weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
November 1-7 2013,Ender's Game,http://www.boxofficemojo.com/movies/?page=weekly&id=endersgame.htm,33751300,3407,33751300,110,1,2013
November 1-7 2013,Jackass Presents: Bad Grandpa,http://www.boxofficemojo.com/movies/?page=weekly&id=badgrandpa.htm,25888290,3345,67446626,15,2,2013
November 1-7 2013,Last Vegas,http://www.boxofficemojo.com/movies/?page=weekly&id=lastvegas.htm,22430736,3065,22430736,28,1,2013
November 1-7 2013,Free Birds,http://www.boxofficemojo.com/movies/?page=weekly&id=turkeys.htm,19016451,3736,19016451,55,1,2013
November 1-7 2013,Gravity,http://www.boxofficemojo.com/movies/?page=weekly&id=gravity.htm,16648479,3024,222714492,100,5,2013
November 1-7 2013,Captain Phillips,http://www.boxofficemojo.com/movies/?page=weekly&id=captainphillips.htm,11131509,3021,85182016,55,4,2013
November 1-7 2013,12 Years a Slave,http://www.boxofficemojo.com/movies/?page=weekly&id=twelveyearsaslave.htm,6585257,410,10745581,20,3,2013
November 1-7 2013,Cloudy with a Chance of Meatballs 2,http://www.boxofficemojo.com/movies/?page=weekly&id=cloudy2.htm,5181003,2430,107176180,78,6,2013
November 1-7 2013,The Counselor,http://www.boxofficemojo.com/movies/?page=weekly&id=counselor.htm,4657528,3044,15045037,25,2,2013
November 1-7 2013,Carrie (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=carrie2013.htm,4192729,2252,32765617,30,3,2013
November 1-7 2013,Escape Plan,http://www.boxofficemojo.com/movies/?page=weekly&id=tomb.htm,3043089,1966,22362835,0,3,2013
November 1-7 2013,About Time,http://www.boxofficemojo.com/movies/?page=weekly&id=abouttime.htm,1517673,175,1517673,0,1,2013
November 1-7 2013,Enough Said,http://www.boxofficemojo.com/movies/?page=weekly&id=enoughsaid.htm,1481996,662,15205676,0,7,2013
November 1-7 2013,Krrish 3,http://www.boxofficemojo.com/movies/?page=weekly&id=krrish3.htm,1343119,208,1343119,0,1,2013
November 1-7 2013,All Is Lost,http://www.boxofficemojo.com/movies/?page=weekly&id=allislost.htm,805651,130,1682158,0,3,2013
