weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
September 27-October 3 2013,Cloudy with a Chance of Meatballs 2,http://www.boxofficemojo.com/movies/?page=weekly&id=cloudy2.htm,39056726,4001,39056726,78,1,2013
September 27-October 3 2013,Prisoners,http://www.boxofficemojo.com/movies/?page=weekly&id=prisoners.htm,14496036,3290,42179968,46,2,2013
September 27-October 3 2013,Rush (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=rush2013.htm,13425410,2297,13686319,38,2,2013
September 27-October 3 2013,Don Jon,http://www.boxofficemojo.com/movies/?page=weekly&id=donjon.htm,11917317,2422,11917317,6,1,2013
September 27-October 3 2013,Baggage Claim,http://www.boxofficemojo.com/movies/?page=weekly&id=baggageclaim.htm,11060081,2027,11060081,0,1,2013
September 27-October 3 2013,Insidious Chapter 2,http://www.boxofficemojo.com/movies/?page=weekly&id=insidious2.htm,8076192,3120,70873587,5,3,2013
September 27-October 3 2013,The Family (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=malavita.htm,5083733,2894,33105903,30,3,2013
September 27-October 3 2013,Instructions Not Included,http://www.boxofficemojo.com/movies/?page=weekly&id=instructionsnotincluded.htm,4228608,948,39416096,0,5,2013
September 27-October 3 2013,We're the Millers,http://www.boxofficemojo.com/movies/?page=weekly&id=werethemillers.htm,3736561,2405,143290013,37,8,2013
September 27-October 3 2013,Lee Daniels' The Butler,http://www.boxofficemojo.com/movies/?page=weekly&id=butler.htm,3313671,2062,111177740,30,7,2013
September 27-October 3 2013,Enough Said,http://www.boxofficemojo.com/movies/?page=weekly&id=enoughsaid.htm,2869117,227,3236596,0,2,2013
September 27-October 3 2013,Battle of the Year,http://www.boxofficemojo.com/movies/?page=weekly&id=planetbboy3d.htm,2478204,2008,7946496,20,2,2013
September 27-October 3 2013,Riddick,http://www.boxofficemojo.com/movies/?page=weekly&id=riddick.htm,2209355,1826,40658920,38,4,2013
September 27-October 3 2013,Metallica Through the Never,http://www.boxofficemojo.com/movies/?page=weekly&id=metallica2013.htm,2041215,305,2041215,18,1,2013
