weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
January 4-10 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,28064745,3010,114334122,100,2,2013
January 4-10 2013,Texas Chainsaw 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=texaschainsaw3d.htm,25601740,2654,25601740,0,1,2013
January 4-10 2013,The Hobbit: An Unexpected Journey,http://www.boxofficemojo.com/movies/?page=weekly&id=hobbit.htm,22754680,3755,269044187,0,4,2013
January 4-10 2013,Les Miserables (2012),http://www.boxofficemojo.com/movies/?page=weekly&id=lesmiserables2012.htm,21591240,2904,109078720,61,2,2013
January 4-10 2013,Jack Reacher,http://www.boxofficemojo.com/movies/?page=weekly&id=oneshot.htm,12303989,3288,67808330,60,3,2013
January 4-10 2013,Parental Guidance,http://www.boxofficemojo.com/movies/?page=weekly&id=parentalguidance.htm,11915225,3368,54550304,25,2,2013
January 4-10 2013,This Is 40,http://www.boxofficemojo.com/movies/?page=weekly&id=apatow.htm,11167110,2931,57068955,35,3,2013
January 4-10 2013,Lincoln,http://www.boxofficemojo.com/movies/?page=weekly&id=lincoln.htm,7589841,1901,146265060,65,9,2013
January 4-10 2013,The Guilt Trip,http://www.boxofficemojo.com/movies/?page=weekly&id=mymotherscurse.htm,5885963,2312,32562897,40,3,2013
January 4-10 2013,Promised Land (2012),http://www.boxofficemojo.com/movies/?page=weekly&id=promisedland2012.htm,5259173,1676,5604701,0,2,2013
January 4-10 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,5245646,745,36305705,21,8,2013
January 4-10 2013,Monsters, Inc. (3D),http://www.boxofficemojo.com/movies/?page=weekly&id=monstersinc3d.htm,4875837,2103,28869486,0,3,2013
January 4-10 2013,Skyfall,http://www.boxofficemojo.com/movies/?page=weekly&id=bond23.htm,4063643,1307,297793213,200,9,2013
January 4-10 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,3870056,965,92096152,120,7,2013
January 4-10 2013,Zero Dark Thirty,http://www.boxofficemojo.com/movies/?page=weekly&id=binladen.htm,3770675,60,5480807,40,3,2013
January 4-10 2013,The Impossible,http://www.boxofficemojo.com/movies/?page=weekly&id=impossible.htm,3657060,572,4314089,0,3,2013
January 4-10 2013,Rise of the Guardians,http://www.boxofficemojo.com/movies/?page=weekly&id=guardians.htm,3133009,1507,97685093,145,7,2013
January 4-10 2013,The Twilight Saga: Breaking Dawn Part 2,http://www.boxofficemojo.com/movies/?page=weekly&id=breakingdawn2.htm,1773292,825,289529578,120,8,2013
January 4-10 2013,Cirque Du Soleil: Worlds Away,http://www.boxofficemojo.com/movies/?page=weekly&id=cirquedusoleil.htm,1717988,817,11310918,0,3,2013
January 4-10 2013,Hyde Park on Hudson,http://www.boxofficemojo.com/movies/?page=weekly&id=hydepark.htm,1411201,222,3589804,0,5,2013
January 4-10 2013,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?page=weekly&id=rebootralph.htm,1401857,709,178721773,165,10,2013
January 4-10 2013,Argo,http://www.boxofficemojo.com/movies/?page=weekly&id=argo.htm,1087286,302,110404984,44.5,13,2013
January 4-10 2013,Hotel Transylvania,http://www.boxofficemojo.com/movies/?page=weekly&id=hoteltransylvania.htm,576397,267,146283074,85,15,2013
January 4-10 2013,Anna Karenina,http://www.boxofficemojo.com/movies/?page=weekly&id=annakarenina2012.htm,544553,163,11718162,0,8,2013
January 4-10 2013,Not Fade Away,http://www.boxofficemojo.com/movies/?page=weekly&id=davidchase2012.htm,386989,565,533787,20,3,2013
January 4-10 2013,Here Comes the Boom,http://www.boxofficemojo.com/movies/?page=weekly&id=herecomestheboom.htm,359781,243,44179147,0,13,2013
January 4-10 2013,Flight,http://www.boxofficemojo.com/movies/?page=weekly&id=flight.htm,359604,250,92593661,31,10,2013
January 4-10 2013,Taken 2,http://www.boxofficemojo.com/movies/?page=weekly&id=taken2.htm,276597,213,139353565,45,14,2013
January 4-10 2013,Rust and Bone,http://www.boxofficemojo.com/movies/?page=weekly&id=rustandbone.htm,255051,39,957168,0,7,2013
January 4-10 2013,Red Dawn (2012),http://www.boxofficemojo.com/movies/?page=weekly&id=reddawn10.htm,232036,252,43927806,65,7,2013
January 4-10 2013,Hitchcock,http://www.boxofficemojo.com/movies/?page=weekly&id=hitchcock.htm,222118,118,5559496,0,7,2013
January 4-10 2013,Pitch Perfect,http://www.boxofficemojo.com/movies/?page=weekly&id=pitchperfect.htm,170840,165,64697943,17,15,2013
January 4-10 2013,Cloud Atlas,http://www.boxofficemojo.com/movies/?page=weekly&id=cloudatlas.htm,153356,155,26954045,0,11,2013
January 4-10 2013,Frankenweenie,http://www.boxofficemojo.com/movies/?page=weekly&id=frankenweenie.htm,148636,144,34967590,39,14,2013
January 4-10 2013,The Perks of Being a Wallflower,http://www.boxofficemojo.com/movies/?page=weekly&id=perksofbeingawallflower.htm,116479,98,17514769,0,16,2013
January 4-10 2013,Dabangg 2,http://www.boxofficemojo.com/movies/?page=weekly&id=debangg2.htm,115307,166,2512379,0,3,2013
January 4-10 2013,To the Arctic (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=tothearctic.htm,104151,52,10689276,0,38,2013
January 4-10 2013,Amour,http://www.boxofficemojo.com/movies/?page=weekly&id=amour.htm,100310,3,381276,8.9,3,2013
January 4-10 2013,End of Watch,http://www.boxofficemojo.com/movies/?page=weekly&id=endofwatch.htm,96743,140,40921456,7,16,2013
January 4-10 2013,The Sessions,http://www.boxofficemojo.com/movies/?page=weekly&id=sixsessions.htm,88647,41,5663638,0,12,2013
January 4-10 2013,Chasing Ice,http://www.boxofficemojo.com/movies/?page=weekly&id=chasingice.htm,78827,49,894810,0,9,2013
January 4-10 2013,Playing for Keeps,http://www.boxofficemojo.com/movies/?page=weekly&id=playingthefield.htm,73182,139,12871645,0,5,2013
January 4-10 2013,Hubble 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=hubble3d.htm,70652,13,35531055,0,147,2013
January 4-10 2013,A Late Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=alatequartet.htm,60846,23,1378128,0,10,2013
January 4-10 2013,Killing Them Softly,http://www.boxofficemojo.com/movies/?page=weekly&id=coganstrade.htm,56217,51,14920041,15,6,2013
