weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
February 15-21 2013,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?page=weekly&id=diehard5.htm,33563148,3553,41802264,92,1,2013
February 15-21 2013,Identity Thief,http://www.boxofficemojo.com/movies/?page=weekly&id=identitythief.htm,32314745,3165,79602530,35,2,2013
February 15-21 2013,Safe Haven,http://www.boxofficemojo.com/movies/?page=weekly&id=safehaven.htm,28632726,3223,37461643,28,1,2013
February 15-21 2013,Escape From Planet Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=escapefromplanetearth.htm,24130662,3288,24130662,40,1,2013
February 15-21 2013,Warm Bodies,http://www.boxofficemojo.com/movies/?page=weekly&id=warmbodies.htm,12197522,2897,53418053,35,3,2013
February 15-21 2013,Beautiful Creatures (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=beautifulcreatures13.htm,10419948,2950,12962265,60,1,2013
February 15-21 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,9050674,2202,101425146,21,14,2013
February 15-21 2013,Side Effects (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=bitterpill.htm,8921680,2605,21742516,0,2,2013
February 15-21 2013,Hansel and Gretel: Witch Hunters,http://www.boxofficemojo.com/movies/?page=weekly&id=hanselandgretelwitchhunters.htm,5031759,2103,51260554,50,4,2013
February 15-21 2013,Zero Dark Thirty,http://www.boxofficemojo.com/movies/?page=weekly&id=binladen.htm,4380323,1522,89308991,40,9,2013
February 15-21 2013,Mama,http://www.boxofficemojo.com/movies/?page=weekly&id=mama.htm,3576495,1648,69056670,15,5,2013
February 15-21 2013,Argo,http://www.boxofficemojo.com/movies/?page=weekly&id=argo.htm,3163285,903,127826337,44.5,19,2013
February 15-21 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,2617859,647,111919760,120,13,2013
February 15-21 2013,Lincoln,http://www.boxofficemojo.com/movies/?page=weekly&id=lincoln.htm,2534563,1007,177122490,65,15,2013
February 15-21 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,2318792,1017,157811775,100,8,2013
February 15-21 2013,Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=quartet.htm,2143047,333,7719064,0,6,2013
