weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
July 5-11 2013,Despicable Me 2,http://www.boxofficemojo.com/movies/?page=weekly&id=despicableme2.htm,124926235,3997,184483880,76,1,2013
July 5-11 2013,The Lone Ranger,http://www.boxofficemojo.com/movies/?page=weekly&id=loneranger.htm,40457031,3904,59961192,215,1,2013
July 5-11 2013,The Heat,http://www.boxofficemojo.com/movies/?page=weekly&id=bullockmccarthy.htm,36868189,3184,98363477,43,2,2013
July 5-11 2013,Monsters University,http://www.boxofficemojo.com/movies/?page=weekly&id=monstersinc2.htm,30601795,3739,227139427,0,3,2013
July 5-11 2013,World War Z,http://www.boxofficemojo.com/movies/?page=weekly&id=worldwarz.htm,27076245,3316,167656920,190,3,2013
July 5-11 2013,White House Down,http://www.boxofficemojo.com/movies/?page=weekly&id=whitehousedown.htm,19806170,3222,56812933,150,2,2013
July 5-11 2013,Man of Steel,http://www.boxofficemojo.com/movies/?page=weekly&id=superman2012.htm,16395725,2905,276169878,225,4,2013
July 5-11 2013,Kevin Hart: Let Me Explain,http://www.boxofficemojo.com/movies/?page=weekly&id=kevinhart2013.htm,14017605,876,21378309,0,1,2013
July 5-11 2013,This is the End,http://www.boxofficemojo.com/movies/?page=weekly&id=rogenhilluntitled.htm,8984287,2104,88788440,32,4,2013
July 5-11 2013,Now You See Me,http://www.boxofficemojo.com/movies/?page=weekly&id=nowyouseeme.htm,4332290,1606,111977702,75,6,2013
July 5-11 2013,Star Trek Into Darkness,http://www.boxofficemojo.com/movies/?page=weekly&id=startrek12.htm,1920161,565,223674724,190,8,2013
July 5-11 2013,Fast & Furious 6,http://www.boxofficemojo.com/movies/?page=weekly&id=fast6.htm,1570245,617,235985355,160,7,2013
July 5-11 2013,Epic,http://www.boxofficemojo.com/movies/?page=weekly&id=leafmen.htm,860081,428,104391414,100,7,2013
July 5-11 2013,The Way, Way Back,http://www.boxofficemojo.com/movies/?page=weekly&id=waywayback.htm,744485,19,744485,0,1,2013
July 5-11 2013,The Internship,http://www.boxofficemojo.com/movies/?page=weekly&id=internship.htm,700151,379,43002954,58,5,2013
July 5-11 2013,20 Feet from Stardom,http://www.boxofficemojo.com/movies/?page=weekly&id=20feetfromstardom.htm,681569,89,1273139,0,4,2013
July 5-11 2013,Iron Man 3,http://www.boxofficemojo.com/movies/?page=weekly&id=ironman3.htm,680369,294,406609688,200,10,2013
