weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
March 8-14 2013,Oz The Great and Powerful,http://www.boxofficemojo.com/movies/?page=weekly&id=oz.htm,102803622,3912,102803624,215,1,2013
March 8-14 2013,Jack the Giant Slayer,http://www.boxofficemojo.com/movies/?page=weekly&id=jackthegiantkiller.htm,13901004,3525,47693373,195,2,2013
March 8-14 2013,Identity Thief,http://www.boxofficemojo.com/movies/?page=weekly&id=identitythief.htm,8975980,3002,119186865,35,5,2013
March 8-14 2013,21 and Over,http://www.boxofficemojo.com/movies/?page=weekly&id=21andover.htm,7464798,2771,19248773,13,2,2013
March 8-14 2013,Dead Man Down,http://www.boxofficemojo.com/movies/?page=weekly&id=deadmandown.htm,7247340,2188,7247340,0,1,2013
March 8-14 2013,Snitch,http://www.boxofficemojo.com/movies/?page=weekly&id=snitch.htm,7002150,2340,33757277,0,3,2013
March 8-14 2013,Safe Haven,http://www.boxofficemojo.com/movies/?page=weekly&id=safehaven.htm,5373713,2541,64457810,28,4,2013
March 8-14 2013,Escape From Planet Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=escapefromplanetearth.htm,5213399,2549,49838581,40,4,2013
March 8-14 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,5021837,1727,122026179,21,17,2013
March 8-14 2013,The Last Exorcism Part II,http://www.boxofficemojo.com/movies/?page=weekly&id=lastexorcism2.htm,4142505,2700,13105104,5,2,2013
March 8-14 2013,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?page=weekly&id=diehard5.htm,3067746,1725,64314147,92,4,2013
March 8-14 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,2331982,671,120120134,120,16,2013
March 8-14 2013,Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=quartet.htm,1906061,715,13896892,0,9,2013
March 8-14 2013,Dark Skies,http://www.boxofficemojo.com/movies/?page=weekly&id=darkskies.htm,1792384,1505,16102511,3.5,3,2013
March 8-14 2013,Warm Bodies,http://www.boxofficemojo.com/movies/?page=weekly&id=warmbodies.htm,1451526,1052,64010910,35,6,2013
March 8-14 2013,Emperor,http://www.boxofficemojo.com/movies/?page=weekly&id=emperor.htm,1403063,260,1403063,0,1,2013
March 8-14 2013,Argo,http://www.boxofficemojo.com/movies/?page=weekly&id=argo.htm,1396486,741,134669044,44.5,22,2013
March 8-14 2013,Side Effects (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=bitterpill.htm,1237543,602,29939213,0,5,2013
March 8-14 2013,Zero Dark Thirty,http://www.boxofficemojo.com/movies/?page=weekly&id=binladen.htm,928164,522,94882723,40,12,2013
March 8-14 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,632075,336,161300527,100,11,2013
March 8-14 2013,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?page=weekly&id=rebootralph.htm,627878,314,188130669,165,19,2013
March 8-14 2013,Lincoln,http://www.boxofficemojo.com/movies/?page=weekly&id=lincoln.htm,608655,432,181012586,65,18,2013
