weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
April 12-18 2013,42,http://www.boxofficemojo.com/movies/?page=weekly&id=42.htm,36032101,3003,36032101,40,1,2013
April 12-18 2013,Scary Movie 5,http://www.boxofficemojo.com/movies/?page=weekly&id=scarymovie5.htm,16647592,3402,16647592,20,1,2013
April 12-18 2013,The Croods,http://www.boxofficemojo.com/movies/?page=weekly&id=croods.htm,16073672,3689,145397742,135,4,2013
April 12-18 2013,G.I. Joe: Retaliation,http://www.boxofficemojo.com/movies/?page=weekly&id=gijoe2.htm,13810568,3535,105436266,130,3,2013
April 12-18 2013,Evil Dead (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=evildead2013.htm,12303168,3025,44344950,17,2,2013
April 12-18 2013,Jurassic Park 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=jurassicpark3d.htm,11361925,2778,34471090,10,2,2013
April 12-18 2013,Olympus Has Fallen,http://www.boxofficemojo.com/movies/?page=weekly&id=olympushasfallen.htm,9694438,2935,84301252,70,4,2013
April 12-18 2013,Oz The Great and Powerful,http://www.boxofficemojo.com/movies/?page=weekly&id=oz.htm,6200696,2504,220722108,215,6,2013
April 12-18 2013,Tyler Perry's Temptation: Confessions of a Marriage Counselor,http://www.boxofficemojo.com/movies/?page=weekly&id=marriagecounselor.htm,5742169,1805,46664165,0,3,2013
April 12-18 2013,The Place Beyond the Pines,http://www.boxofficemojo.com/movies/?page=weekly&id=placebeyondthepines.htm,5350921,514,6725100,15,3,2013
April 12-18 2013,The Host (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=host2013.htm,3133293,2172,24178753,40,3,2013
April 12-18 2013,The Call,http://www.boxofficemojo.com/movies/?page=weekly&id=call2013.htm,2600056,1630,49222149,13,5,2013
April 12-18 2013,Trance,http://www.boxofficemojo.com/movies/?page=weekly&id=trance.htm,1248006,438,1422614,20,2,2013
April 12-18 2013,Admission,http://www.boxofficemojo.com/movies/?page=weekly&id=admission.htm,1192790,909,17110744,13,4,2013
April 12-18 2013,Identity Thief,http://www.boxofficemojo.com/movies/?page=weekly&id=identitythief.htm,710370,564,132191210,35,10,2013
April 12-18 2013,Spring Breakers,http://www.boxofficemojo.com/movies/?page=weekly&id=springbreakers.htm,579539,426,13728526,5,5,2013
April 12-18 2013,Silver Linings Playbook,http://www.boxofficemojo.com/movies/?page=weekly&id=silverliningsplaybook.htm,558043,451,130483215,21,22,2013
April 12-18 2013,Jack the Giant Slayer,http://www.boxofficemojo.com/movies/?page=weekly&id=jackthegiantkiller.htm,415947,331,63051164,195,7,2013
April 12-18 2013,The Company You Keep,http://www.boxofficemojo.com/movies/?page=weekly&id=companyyoukeep.htm,381487,41,554097,0,2,2013
April 12-18 2013,The Sapphires,http://www.boxofficemojo.com/movies/?page=weekly&id=sapphires.htm,347357,93,882758,0,4,2013
April 12-18 2013,Quartet,http://www.boxofficemojo.com/movies/?page=weekly&id=quartet.htm,337850,224,17688765,0,14,2013
April 12-18 2013,Life of Pi,http://www.boxofficemojo.com/movies/?page=weekly&id=lifeofpi.htm,321023,217,124363119,120,21,2013
April 12-18 2013,Warm Bodies,http://www.boxofficemojo.com/movies/?page=weekly&id=warmbodies.htm,292063,279,65968029,35,11,2013
April 12-18 2013,Renoir,http://www.boxofficemojo.com/movies/?page=weekly&id=renoir.htm,275879,49,516867,0,3,2013
April 12-18 2013,Safe Haven,http://www.boxofficemojo.com/movies/?page=weekly&id=safehaven.htm,243921,277,70667552,28,9,2013
April 12-18 2013,No (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=no2013.htm,219364,99,1909198,0,9,2013
April 12-18 2013,The Incredible Burt Wonderstone,http://www.boxofficemojo.com/movies/?page=weekly&id=burtwonderstone.htm,207372,274,22182582,30,5,2013
April 12-18 2013,Escape From Planet Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=escapefromplanetearth.htm,203051,273,54704989,40,9,2013
April 12-18 2013,A Good Day to Die Hard,http://www.boxofficemojo.com/movies/?page=weekly&id=diehard5.htm,202598,210,67058220,92,9,2013
April 12-18 2013,Snitch,http://www.boxofficemojo.com/movies/?page=weekly&id=snitch.htm,175490,215,42031368,0,8,2013
April 12-18 2013,Disconnect,http://www.boxofficemojo.com/movies/?page=weekly&id=disconnect.htm,159000,15,159000,0,1,2013
April 12-18 2013,To The Wonder,http://www.boxofficemojo.com/movies/?page=weekly&id=tothewonder.htm,154880,17,154880,0,1,2013
April 12-18 2013,Hansel and Gretel: Witch Hunters,http://www.boxofficemojo.com/movies/?page=weekly&id=hanselandgretelwitchhunters.htm,134969,154,55620517,50,12,2013
April 12-18 2013,From Up on Poppy Hill,http://www.boxofficemojo.com/movies/?page=weekly&id=fromuponpoppyhill.htm,133249,49,648189,0,5,2013
April 12-18 2013,Hubble 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=hubble3d.htm,132382,18,37330082,0,161,2013
April 12-18 2013,Not Today,http://www.boxofficemojo.com/movies/?page=weekly&id=nottoday.htm,119086,41,119086,0,1,2013
April 12-18 2013,21 and Over,http://www.boxofficemojo.com/movies/?page=weekly&id=21andover.htm,111491,107,25466258,13,7,2013
April 12-18 2013,Django Unchained,http://www.boxofficemojo.com/movies/?page=weekly&id=djangounchained.htm,111203,126,162721647,100,16,2013
April 12-18 2013,Ginger & Rosa,http://www.boxofficemojo.com/movies/?page=weekly&id=gingerandrosa.htm,106166,71,735067,0,5,2013
April 12-18 2013,Upstream Color,http://www.boxofficemojo.com/movies/?page=weekly&id=upstreamcolor.htm,103405,11,142136,0,2,2013
April 12-18 2013,The Gatekeepers,http://www.boxofficemojo.com/movies/?page=weekly&id=gatekeepers.htm,100269,90,2286836,0,11,2013
April 12-18 2013,Wreck-It Ralph,http://www.boxofficemojo.com/movies/?page=weekly&id=rebootralph.htm,96612,134,189306526,165,24,2013
April 12-18 2013,Girl Rising,http://www.boxofficemojo.com/movies/?page=weekly&id=girlrising.htm,85544,48,750817,0,6,2013
April 12-18 2013,To the Arctic (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=tothearctic.htm,83769,52,12151957,0,52,2013
April 12-18 2013,The Impossible,http://www.boxofficemojo.com/movies/?page=weekly&id=impossible.htm,82963,77,19019882,0,17,2013
April 12-18 2013,Emperor,http://www.boxofficemojo.com/movies/?page=weekly&id=emperor.htm,81232,96,3248199,0,6,2013
April 12-18 2013,Side Effects (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=bitterpill.htm,76470,53,31502830,0,10,2013
April 12-18 2013,Fists of Legend,http://www.boxofficemojo.com/movies/?page=weekly&id=fistsoflegend.htm,75103,23,75104,0,1,2013
April 12-18 2013,Argo,http://www.boxofficemojo.com/movies/?page=weekly&id=argo.htm,72927,172,136002574,44.5,27,2013
April 12-18 2013,Parental Guidance,http://www.boxofficemojo.com/movies/?page=weekly&id=parentalguidance.htm,63074,90,77129303,25,16,2013
April 12-18 2013,Monsters, Inc. (3D),http://www.boxofficemojo.com/movies/?page=weekly&id=monstersinc3d.htm,51690,30,33953719,0,17,2013
April 12-18 2013,On the Road,http://www.boxofficemojo.com/movies/?page=weekly&id=ontheroad.htm,51321,64,692838,0,12,2013
April 12-18 2013,Lore,http://www.boxofficemojo.com/movies/?page=weekly&id=lore.htm,50252,36,800382,0,10,2013
April 12-18 2013,Room 237,http://www.boxofficemojo.com/movies/?page=weekly&id=room237.htm,49562,20,162594,0,3,2013
April 12-18 2013,Space Station 3-D (IMAX),http://www.boxofficemojo.com/movies/?page=weekly&id=spacestation3dimax.htm,46531,5,87648894,0,574,2013
