weekDates,title,url,weeklyGross,theatreCount,totalGross,budget,week,year
July 26-August 1 2013,The Wolverine,http://www.boxofficemojo.com/movies/?page=weekly&id=wolverine2.htm,73313850,3924,73313850,120,1,2013
July 26-August 1 2013,The Conjuring,http://www.boxofficemojo.com/movies/?page=weekly&id=conjuring.htm,33193125,3022,94929753,20,2,2013
July 26-August 1 2013,Despicable Me 2,http://www.boxofficemojo.com/movies/?page=weekly&id=despicableme2.htm,25888880,3291,316277465,76,4,2013
July 26-August 1 2013,Turbo,http://www.boxofficemojo.com/movies/?page=weekly&id=turbo.htm,20635645,3238,63078643,135,2,2013
July 26-August 1 2013,Grown Ups 2,http://www.boxofficemojo.com/movies/?page=weekly&id=grownups2.htm,18086435,3258,108250206,80,3,2013
July 26-August 1 2013,Red 2,http://www.boxofficemojo.com/movies/?page=weekly&id=red2.htm,13828783,3016,39503139,84,2,2013
July 26-August 1 2013,Pacific Rim,http://www.boxofficemojo.com/movies/?page=weekly&id=pacificrim.htm,11904614,2602,88390718,190,3,2013
July 26-August 1 2013,The Heat,http://www.boxofficemojo.com/movies/?page=weekly&id=bullockmccarthy.htm,10446318,2136,144841062,43,5,2013
July 26-August 1 2013,R.I.P.D.,http://www.boxofficemojo.com/movies/?page=weekly&id=ripd.htm,9577260,2611,28072240,130,2,2013
July 26-August 1 2013,The Smurfs 2,http://www.boxofficemojo.com/movies/?page=weekly&id=smurfs2.htm,9560871,3866,9560871,105,-,2013
July 26-August 1 2013,Fruitvale Station,http://www.boxofficemojo.com/movies/?page=weekly&id=fruitvale.htm,6569588,1064,8251904,0,3,2013
July 26-August 1 2013,The Way, Way Back,http://www.boxofficemojo.com/movies/?page=weekly&id=waywayback.htm,5190886,886,10822327,0,4,2013
July 26-August 1 2013,Monsters University,http://www.boxofficemojo.com/movies/?page=weekly&id=monstersinc2.htm,4549503,1144,257161691,0,6,2013
July 26-August 1 2013,World War Z,http://www.boxofficemojo.com/movies/?page=weekly&id=worldwarz.htm,4214416,1440,194073962,190,6,2013
July 26-August 1 2013,The Lone Ranger,http://www.boxofficemojo.com/movies/?page=weekly&id=loneranger.htm,2467694,828,86104707,215,4,2013
July 26-August 1 2013,The To-Do List,http://www.boxofficemojo.com/movies/?page=weekly&id=todolist.htm,2462864,591,2462864,1.5,1,2013
July 26-August 1 2013,White House Down,http://www.boxofficemojo.com/movies/?page=weekly&id=whitehousedown.htm,1353184,516,71077953,150,5,2013
July 26-August 1 2013,Man of Steel,http://www.boxofficemojo.com/movies/?page=weekly&id=superman2012.htm,1156551,501,287214823,225,7,2013
July 26-August 1 2013,Kevin Hart: Let Me Explain,http://www.boxofficemojo.com/movies/?page=weekly&id=kevinhart2013.htm,1008513,498,31761443,0,4,2013
July 26-August 1 2013,Blue Jasmine,http://www.boxofficemojo.com/movies/?page=weekly&id=bluejasmine.htm,986419,6,986419,0,1,2013
July 26-August 1 2013,This is the End,http://www.boxofficemojo.com/movies/?page=weekly&id=rogenhilluntitled.htm,786137,223,95900422,32,7,2013
July 26-August 1 2013,20 Feet from Stardom,http://www.boxofficemojo.com/movies/?page=weekly&id=20feetfromstardom.htm,564078,147,3196329,0,7,2013
July 26-August 1 2013,Epic,http://www.boxofficemojo.com/movies/?page=weekly&id=leafmen.htm,545987,279,106422577,100,10,2013
July 26-August 1 2013,Fast & Furious 6,http://www.boxofficemojo.com/movies/?page=weekly&id=fast6.htm,487280,267,237791130,160,10,2013
July 26-August 1 2013,Now You See Me,http://www.boxofficemojo.com/movies/?page=weekly&id=nowyouseeme.htm,474545,215,115168136,75,9,2013
July 26-August 1 2013,The Great Gatsby (2013),http://www.boxofficemojo.com/movies/?page=weekly&id=greatgatsby2012.htm,445096,271,144333501,105,12,2013
July 26-August 1 2013,Star Trek Into Darkness,http://www.boxofficemojo.com/movies/?page=weekly&id=startrek12.htm,391284,180,225744027,190,11,2013
July 26-August 1 2013,The Internship,http://www.boxofficemojo.com/movies/?page=weekly&id=internship.htm,325915,197,44047512,58,8,2013
July 26-August 1 2013,The Croods,http://www.boxofficemojo.com/movies/?page=weekly&id=croods.htm,305415,187,186510211,135,19,2013
July 26-August 1 2013,Girl Most Likely,http://www.boxofficemojo.com/movies/?page=weekly&id=girlmostlikely.htm,283047,227,1308161,0,2,2013
July 26-August 1 2013,Blackfish,http://www.boxofficemojo.com/movies/?page=weekly&id=blackfish.htm,275244,21,397957,0,2,2013
July 26-August 1 2013,After Earth,http://www.boxofficemojo.com/movies/?page=weekly&id=1000ae.htm,268195,167,60148540,130,9,2013
July 26-August 1 2013,I'm So Excited,http://www.boxofficemojo.com/movies/?page=weekly&id=imsoexcited.htm,220985,76,977258,0,5,2013
July 26-August 1 2013,Bhaag Milkha Bhaag,http://www.boxofficemojo.com/movies/?page=weekly&id=bhaagmilkhabhaag.htm,198282,60,1492738,0,3,2013
July 26-August 1 2013,Iron Man 3,http://www.boxofficemojo.com/movies/?page=weekly&id=ironman3.htm,194834,124,407436786,200,13,2013
July 26-August 1 2013,Only God Forgives,http://www.boxofficemojo.com/movies/?page=weekly&id=onlygodforgives.htm,189656,81,648351,0,2,2013
July 26-August 1 2013,The Purge,http://www.boxofficemojo.com/movies/?page=weekly&id=purge.htm,186035,157,64333905,3,8,2013
July 26-August 1 2013,Hubble 3D,http://www.boxofficemojo.com/movies/?page=weekly&id=hubble3d.htm,173199,16,39533855,0,176,2013
July 26-August 1 2013,Before Midnight,http://www.boxofficemojo.com/movies/?page=weekly&id=beforemidnight.htm,168398,78,7654550,0,10,2013
July 26-August 1 2013,Unfinished Song,http://www.boxofficemojo.com/movies/?page=weekly&id=unfinishedsong.htm,168375,82,1321307,0,6,2013
